1361384486.941735546,0.592529,-0.196289,-0.700439,-0.229492,-69.366409,54.129772,-66.251907
1361384486.943719189,0.631348,-0.178955,-0.662109,-0.227539,-72.572517,61.053436,-65.595421
1361384486.945519726,0.657227,-0.138916,-0.620361,-0.226562,-73.427483,67.541985,-67.625954
1361384486.947289745,0.639160,-0.054932,-0.627686,-0.228516,-77.526718,73.000000,-72.595421
1361384486.949090282,0.639404,-0.044678,-0.711182,-0.226562,-85.267174,69.015266,-75.366409
1361384486.950829785,0.635742,-0.009521,-0.673340,-0.226562,-90.648857,69.977097,-82.328247
1361384486.952630322,0.662109,0.034424,-0.618896,-0.227539,-98.389313,73.343513,-91.694656
1361384486.954369824,0.638672,-0.022217,-0.554199,-0.227539,-102.839691,74.885498,-90.854965
1361384486.956109326,0.666016,0.071533,-0.577393,-0.225586,-107.854965,70.534348,-91.923668
1361384486.957818310,0.666748,0.021484,-0.660645,-0.226562,-118.061066,60.541985,-86.259544
1361384486.959557812,0.706543,0.109863,-0.563477,-0.228516,-127.526718,58.221375,-77.992363
1361384486.961266797,0.742432,0.162354,-0.564697,-0.226562,-143.091599,57.809162,-67.290077
1361384486.963006299,0.760010,0.197998,-0.485352,-0.224609,-158.343506,62.740459,-63.152672
1361384486.964715283,0.770264,0.210938,-0.452881,-0.226562,-174.526718,80.877861,-67.236641
1361384486.966424268,0.824219,0.150391,-0.130859,-0.226562,-190.458008,117.419846,-74.366409
1361384486.968163769,0.708740,-0.122559,-1.014648,-0.228516,-212.290070,89.274811,-65.748093
1361384486.969872754,0.801270,0.053955,-0.851318,-0.227539,-213.885498,68.679390,-80.755722
1361384486.971856397,0.722656,-0.147949,-0.814209,-0.226562,-232.824432,74.816795,-83.778625
1361384486.973717969,0.752930,-0.160400,-0.785645,-0.227539,-235.580154,69.221375,-94.366409
1361384486.975579541,0.720459,-0.207520,-0.771973,-0.226562,-228.236649,60.847328,-97.061066
1361384486.977410596,0.636475,-0.273438,-0.713135,-0.225586,-226.221375,71.030533,-91.160309
1361384486.979272168,0.887939,-0.089111,-0.870117,-0.226562,-243.809158,72.587784,-94.893127
1361384486.981133741,0.792480,-0.057373,-0.895264,-0.227539,-241.702286,62.206108,-105.122139
1361384486.982995313,0.833496,-0.039551,-0.800781,-0.226562,-240.442749,57.335876,-112.740456
1361384486.984856886,0.760986,-0.129395,-0.554932,-0.225586,-231.099243,63.603054,-110.458015
1361384486.986718458,0.903320,0.077637,-0.613770,-0.228516,-233.496185,75.435112,-116.748093
1361384486.988580030,0.847900,0.041016,-0.690918,-0.226562,-236.160309,75.175575,-124.549622
1361384486.990441603,0.890869,0.010254,-0.757812,-0.226562,-236.625961,72.923668,-125.847328
1361384486.992272657,0.984619,-0.038818,-0.896973,-0.225586,-233.129776,65.961830,-128.770996
1361384486.994134230,1.013428,-0.105225,-0.841309,-0.226562,-226.328247,74.381676,-128.603058
1361384486.995995802,1.013672,-0.092285,-0.689453,-0.227539,-220.832062,93.221375,-124.282440
1361384486.997857374,1.045166,-0.175537,-0.935059,-0.225586,-221.129776,89.816795,-110.778625
1361384486.999718946,1.194336,-0.167480,-0.833740,-0.228516,-187.984726,72.954201,-92.984734
1361384487.001580519,1.165527,0.217285,-1.051514,-0.227539,-165.564880,71.160309,-89.816795
1361384487.003411574,1.230469,0.092529,-1.049072,-0.224609,-171.648849,53.687023,-75.618324
1361384487.005212111,1.140381,0.057617,-1.139160,-0.225586,-168.664124,48.396946,-47.305344
1361384487.007043166,1.310059,0.120117,-1.062012,-0.229492,-163.931305,53.519085,-34.129772
1361384487.008874220,1.164551,0.086670,-0.856201,-0.226562,-152.755722,68.557251,-21.564886
1361384487.010735793,1.243164,0.143555,-1.078613,-0.227539,-146.519089,63.541985,-15.282443
1361384487.012597365,1.127930,0.052246,-1.048096,-0.224609,-134.656494,55.320610,-6.190840
1361384487.014458937,1.233887,0.183594,-0.973633,-0.225586,-121.083969,58.870228,-9.763359
1361384487.016289992,1.126709,0.140625,-1.068359,-0.228516,-108.366409,53.511452,-12.267176
1361384487.018151564,1.152100,0.275146,-0.887451,-0.225586,-97.480919,53.290077,-20.053434
1361384487.020013137,1.088379,0.251953,-0.909424,-0.226562,-96.793892,44.625954,-21.351145
1361384487.021874709,1.074219,0.393066,-0.950684,-0.227539,-101.282440,35.000000,-23.396946
1361384487.023736282,1.067139,0.214355,-0.852051,-0.224609,-106.862595,36.320610,-16.076336
1361384487.025597854,1.073486,0.208008,-0.656006,-0.225586,-98.198471,49.305344,-6.610687
1361384487.027459426,1.181885,0.168213,-0.455322,-0.226562,-91.885498,92.389313,3.374046
1361384487.029290481,1.042480,0.211182,-0.862549,-0.226562,-103.022903,68.648857,9.190840
1361384487.031152053,0.864746,0.403809,-1.122314,-0.226562,-93.534348,25.274809,7.503817
1361384487.033013626,1.067627,0.213623,-0.730225,-0.227539,-89.450378,34.435116,7.465649
1361384487.034875198,1.032471,0.148682,-0.838379,-0.224609,-81.137405,35.374046,12.290076
1361384487.036736770,0.998535,0.163574,-0.827637,-0.227539,-73.351143,34.320610,17.145039
1361384487.038567825,1.015381,0.200684,-0.984619,-0.229492,-70.839691,25.366413,18.022902
1361384487.040429398,0.999268,0.155518,-0.910400,-0.226562,-62.076336,19.587786,20.435114
1361384487.042352005,1.083496,0.193604,-0.741943,-0.228516,-44.427483,29.091602,20.816793
1361384487.044213577,1.091309,0.250977,-0.751221,-0.226562,-34.198475,34.122139,17.000000
1361384487.046075149,0.964111,0.220947,-1.013672,-0.228516,-32.427483,15.633588,22.511450
1361384487.047906204,1.033936,0.238281,-0.972900,-0.227539,-20.305344,4.954198,27.740458
1361384487.049767776,1.079102,0.306152,-0.802490,-0.228516,-8.763359,9.366412,28.366413
1361384487.051629349,1.085205,0.355225,-0.945312,-0.225586,-6.763359,-0.358779,29.854961
1361384487.053490921,1.115723,0.373535,-0.997559,-0.228516,-4.938931,-13.618320,36.458015
1361384487.055352494,1.167725,0.395996,-0.870850,-0.227539,3.885496,-13.580153,42.809162
1361384487.057214066,1.207764,0.419922,-0.891113,-0.227539,13.381680,-11.809160,46.106869
1361384487.059045120,1.223633,0.422607,-0.954102,-0.228516,23.709923,-22.740458,52.603054
1361384487.060906693,1.208008,0.414307,-0.989502,-0.227539,37.022900,-27.167938,57.984734
1361384487.062737748,1.223877,0.440430,-0.957275,-0.226562,51.511452,-28.641222,57.801525
1361384487.064568803,1.240234,0.332031,-1.001221,-0.227539,65.061066,-35.480915,63.000000
1361384487.066399857,1.228516,0.389893,-1.032227,-0.225586,85.503815,-45.549618,66.190842
1361384487.068230912,1.187012,0.288330,-0.963135,-0.226562,104.251907,-52.671757,70.007637
1361384487.070061967,1.238037,0.278564,-0.880859,-0.229492,126.435112,-57.702290,78.015266
1361384487.071923539,1.229492,0.302979,-0.976074,-0.228516,145.343506,-73.381676,79.297707
1361384487.073785112,1.164062,0.230957,-1.038086,-0.227539,158.618317,-86.465652,84.038170
1361384487.075616166,1.163574,0.281494,-0.908447,-0.228516,172.908401,-86.954201,80.549622
1361384487.077477738,1.050049,0.306396,-1.012207,-0.227539,178.358780,-94.938934,70.473282
1361384487.079339311,0.907227,0.250244,-0.769043,-0.226562,183.473282,-92.931297,61.229008
1361384487.081200883,0.958252,0.181396,-0.740967,-0.227539,189.839691,-84.740456,53.335876
1361384487.083031938,0.914307,0.101807,-0.945557,-0.227539,192.900757,-94.465652,53.961834
1361384487.084862993,0.882568,0.045410,-0.899902,-0.228516,199.442749,-101.206108,60.625954
1361384487.086694047,0.860596,0.167969,-0.745361,-0.227539,199.503815,-94.694656,60.534351
1361384487.088525102,0.815674,0.105957,-0.621582,-0.226562,198.206100,-88.824425,66.549622
1361384487.090966509,0.842041,0.246582,-0.809082,-0.227539,190.145035,-95.274811,68.618324
1361384487.092828081,0.781494,0.233154,-0.718506,-0.226562,185.938934,-94.854965,63.404579
1361384487.094689653,0.704590,0.094727,-0.687988,-0.227539,179.671753,-92.076332,71.053436
1361384487.096551226,0.748779,0.040283,-0.752686,-0.226562,178.603058,-92.122139,74.442749
1361384487.098412798,0.686768,0.037109,-0.546875,-0.227539,183.610687,-70.709923,80.343513
1361384487.100274371,0.690430,0.138916,-0.714355,-0.228516,179.366409,-64.519081,76.709923
1361384487.102135943,0.666260,0.184326,-0.892578,-0.227539,176.969467,-81.755722,66.908394
1361384487.103966997,0.678467,0.134033,-0.901855,-0.226562,175.931305,-94.152672,64.603050
1361384487.105828570,0.731445,0.092773,-0.620605,-0.227539,188.290070,-83.625954,66.213737
1361384487.107690142,0.720703,0.026611,-0.700684,-0.226562,187.022903,-74.717560,69.534348
1361384487.109551714,0.670654,0.031494,-0.693359,-0.227539,191.984726,-73.961830,72.946564
1361384487.111413287,0.685059,0.135254,-0.736572,-0.228516,189.900757,-73.099236,70.519081
1361384487.113274859,0.615967,0.075439,-0.746338,-0.227539,186.015274,-76.244278,73.519081
1361384487.115105914,0.554932,-0.007080,-0.605225,-0.226562,183.045807,-70.396950,82.000000
1361384487.116967486,0.626953,0.179443,-0.652832,-0.227539,175.694656,-61.847328,80.229004
1361384487.118829058,0.450684,0.056641,-0.664551,-0.228516,173.045807,-73.801529,73.229004
1361384487.120690631,0.495117,0.084961,-0.718262,-0.226562,163.862595,-78.618324,73.893127
1361384487.122552203,0.469238,0.001465,-0.582520,-0.228516,160.748093,-72.374046,75.435112
1361384487.124413776,0.459473,0.000732,-0.608154,-0.227539,147.114502,-64.068703,75.541985
1361384487.126244830,0.466309,-0.021729,-0.598633,-0.226562,138.900757,-63.664124,72.870232
1361384487.128106402,0.421875,-0.148926,-0.548828,-0.227539,126.786263,-54.969467,76.977097
1361384487.129967975,0.458008,-0.144531,-0.688721,-0.226562,122.557251,-64.320610,75.549622
1361384487.131829547,0.433105,-0.218262,-0.643066,-0.227539,123.206108,-70.496185,74.488548
1361384487.133691120,0.500488,-0.198242,-0.590576,-0.226562,121.496185,-64.633591,68.770996
1361384487.135552692,0.407471,-0.266357,-0.494385,-0.224609,119.916031,-56.114502,69.122139
1361384487.137414264,0.498779,-0.173584,-0.578613,-0.225586,112.694656,-52.244274,63.496181
1361384487.139245319,0.409668,-0.248535,-0.594238,-0.226562,110.244278,-55.549618,65.297707
1361384487.141106892,0.434814,-0.307373,-0.545410,-0.227539,106.404579,-46.015266,66.152672
1361384487.142968464,0.398926,-0.321533,-0.547119,-0.226562,91.450378,-25.580153,68.312981
1361384487.144830036,0.393555,-0.317871,-0.520020,-0.227539,84.038170,-15.625955,68.099236
1361384487.146691608,0.362793,-0.307861,-0.571289,-0.228516,76.977097,-16.748091,68.656487
1361384487.148522663,0.428467,-0.212158,-0.523682,-0.225586,71.282440,-11.427481,59.580154
1361384487.150384236,0.362793,-0.274658,-0.575684,-0.228516,60.450382,-10.969465,56.679390
1361384487.152245808,0.369873,-0.393799,-0.535400,-0.227539,51.282444,-3.442748,57.763359
1361384487.154107380,0.378174,-0.415283,-0.558105,-0.228516,41.740459,6.885496,51.938931
1361384487.155968952,0.353271,-0.464600,-0.464600,-0.227539,32.435116,19.442749,51.809162
1361384487.157830525,0.328369,-0.388672,-0.512207,-0.226562,19.770992,23.167938,49.839695
1361384487.159661579,0.234863,-0.342529,-0.434326,-0.225586,9.557252,26.068703,46.427483
1361384487.161523152,0.187256,-0.344727,-0.403076,-0.228516,-5.206107,35.595421,40.312977
1361384487.163384724,0.182617,-0.389893,-0.390381,-0.226562,-19.748091,37.114502,38.633587
1361384487.165246297,0.107178,-0.379150,-0.544678,-0.226562,-25.236641,26.015266,33.374046
1361384487.167107869,0.072021,-0.437500,-0.523438,-0.227539,-36.351147,31.274809,30.938931
1361384487.168969441,0.080811,-0.533447,-0.351318,-0.228516,-49.229008,49.312977,27.664122
