C9 D4,E9 0,F9 44,FE C7,FE AE,29 BC
C9 18,EB 58,F9 64,FE C1,FE BD,29 93
C8 64,EC B4,F9 88,FE B3,FE AA,29 56
C8 6C,ED A4,F8 20,FE CF,FE BF,29 31
C7 18,EF E8,F9 5C,FE B1,FE A2,29 7
C7 B4,F0 24,F9 84,FE C1,FE A4,28 CA
C8 80,F0 24,F9 58,FE 99,FE CD,27 C
C7 24,FB 7C,F9 10,FE B7,FE BE,26 E5
C7 E0,FC A8,F9 A4,FE D7,FE A1,26 A5
C7 48,FD E4,F9 AC,FE B8,FE C2,26 82
C7 BC,FE 7C,F9 B0,FE D3,FE D4,26 54
C7 78,0 4C,F9 EC,FE EA,FE BA,26 29
C7 A0,1 80,F9 BC,FE B4,FE A7,25 EA
C7 A8,2 DC,F9 7C,FE C4,FE A6,25 B3
C8 4C,3 50,F9 E4,FE AB,FE BE,25 A1
C8 18,4 98,F9 7C,FE B6,FE BD,25 60
C7 B4,5 98,F9 7C,FE CA,FE B6,25 44
C8 48,6 C8,FA FC,FE B9,FE B8,25 6
C8 8C,7 C4,FA 4C,FE C6,FE A9,24 E0
C8 58,8 C8,FA 50,FE C1,FE D0,24 95
C8 CC,9 9C,F9 B8,FE BD,FE C3,24 96
CA F0,11 D4,FA 58,FE CC,FE D8,23 3
CB B8,13 D4,FA BC,FE B7,FE C6,22 E8
CC C,14 D0,FA 10,FE BA,FE CD,22 CD
CC 24,14 60,FA 2C,FE C6,FE CE,22 C3
CC CC,15 24,F9 FC,FE C8,FE C8,22 77
CC C4,16 B4,F9 90,FE D7,FE E6,22 6E
CD 50,17 40,F9 14,FE C2,FE CD,22 20
CD C,18 28,FA FC,FE CB,FE CE,22 FA
CE 8,18 4,FA 4,FE C7,FE C7,21 CA
CE E8,1A C,F9 D8,FE BB,FE DA,21 A9
CF 28,1A 14,F9 80,FE CE,FE EB,21 83
CF D0,1B E0,F9 EC,FE AC,FE E6,21 53
CF 2C,1C 90,FA 78,FE BC,FE CE,21 22
D0 D4,1D 40,FA 10,FE BC,FE FA,21 2
D1 58,1E B4,F9 C8,FE D5,FE E3,20 D6
D1 88,1F 4,FA A8,FE D0,FE F6,20 94
D2 84,20 10,FA 54,FE D2,FE DC,20 6F
D2 A8,20 C0,FA 14,FE A4,FE C6,20 57
D3 40,21 64,FA 14,FE BF,FE E2,20 44
D3 68,22 98,FA 68,FE B2,FE E5,20 1B
D4 A4,23 48,F9 58,FE C5,FE FB,1F EF
D5 88,23 CC,FA 1C,FE C0,FE E2,1F DC
D5 5C,24 A0,FA 4C,FE B3,FE EA,1F C0
D5 18,24 60,FA 60,FE D3,FE F5,1F 85
D6 74,26 4C,FA CC,FE CA,FE EB,1F 53
D7 20,26 D0,FA B0,FE D3,FE 3,1F 34
D7 8,27 BC,FA 10,FE CA,FE E7,1F 1F
D8 34,28 54,F9 A4,FE CD,FE DD,1E 8
D8 E4,28 20,F9 24,FE C3,FE F7,1E B7
D9 E4,29 C8,FA C8,FE D5,FE DA,1E AB
DA 4C,2A 40,F9 E0,FE B8,FE F3,1E 7F
DA 14,2B F4,FA 54,FE C7,FE F3,1E 77
DB B4,2B 94,FA 50,FE E1,FF FC,1E 4D
DB BC,2C 2C,FA B4,FE BC,FE D8,1E 3E
DC D0,2C DC,FA F0,FE D9,FE EE,1E 15
DD 38,2D 44,FA 38,FE CE,FE F4,1D D5
DD F4,2D D4,FA 8,FE C1,FE F4,1D D8
DE 30,2E 70,F9 A4,FE B7,FE F9,1D BD
DF 7C,2E 88,FA A0,FE BE,FE CC,1D 98
DF 28,2F AC,FA 94,FE CF,FE F9,1D 83
E0 A8,30 70,FA 14,FE BC,FF 1,1D 5E
E1 4,30 70,FA C4,FE B8,FF 2,1D 1E
E1 DC,30 10,FB 4,FE C7,FE FD,1D 29
E3 94,35 40,FA 14,FE B0,FE B6,1C 2F
D8 1C,34 8,F8 B8,FF A9,FE 7A,1D D7
EB 88,38 54,FD A4,FE E8,FE 1,1D F8
E1 0,30 D0,F8 E4,FE 5,FE A9,1E 1F
E9 B0,37 C4,FE 34,FF 5B,FE B2,1F F3
DE F8,32 AC,F6 F0,FE 49,FE 5F,21 9D
E8 64,36 20,F7 C8,FF 52,FE C8,22 A2
DD 1C,32 FC,EC CC,FD DA,FF 19,24 79
E3 64,34 F4,3 38,FF 1F,FE 7D,25 C5
DB C,31 B0,F2 C8,FE 69,FF 4A,27 B8
E8 18,33 10,0 C4,FD D4,FE 96,28 54
DD 2C,32 A0,FB 44,FF B8,FF 25,2B 6C
E6 EC,34 BC,F2 D4,FE 94,FE 69,2B 55
E8 88,31 78,FE 6C,FE E9,FF 15,2D E2
E3 D4,36 20,FD DC,FE 54,FE A8,38 47
F3 48,30 D8,0 5C,0 35,FE 6B,39 CB
F2 EC,2F 34,EE 68,FE 18,FE 4B,3B 83
