42 4C,C3 0,F7 20,FE 6B,FD C9,58 D1
41 88,C1 10,F7 28,FE 2C,FD B2,58 9E
40 E4,BF 44,F8 84,FE 17,FD 9E,58 84
3E 7C,BC 8C,F9 A4,FE 6F,FD D7,58 85
3C DC,BB CC,F8 98,FE B8,FD E4,57 6B
2E 1C,AD 0,F8 C8,FE F4,FD E3,57 3F
2B 98,AB DC,F7 EC,FF 31,FD DF,57 59
29 3C,AA F0,F7 98,FF 20,FD DD,57 19
27 F0,A9 CC,F7 68,FE E8,FD E9,56 F6
26 5C,A8 BC,F6 60,FE 75,FD F8,56 A7
24 C,A8 B8,F7 0,FE 4A,FD B7,56 71
22 28,A7 64,F8 6C,FE 3F,FD BE,56 5A
1F 44,A6 9C,F8 A4,FE 61,FD CC,56 32
1D F0,A6 C0,F9 C8,FE C2,FD D1,56 B
1B 8C,A5 5C,F9 54,FF 3,FD D9,55 EC
19 4,A4 44,F8 98,FF 26,FD EA,55 CD
16 A4,A4 98,F6 64,FF E,FD F5,55 83
14 2C,A4 8,F7 0,FE BC,FD DA,55 50
11 50,A3 4,F6 58,FE 60,FD D2,55 15
F 44,A3 A8,F6 E8,FE A5,FD DD,53 8B
FE B0,A6 6C,F6 54,FE 64,FD C7,53 2B
FB CC,A6 C8,F7 EC,FE 47,FD C6,53 3
F8 80,A7 90,F8 44,FE 62,FD D3,52 CC
F6 D8,A8 8C,F8 98,FE A0,FD BF,52 9A
F5 C,A9 74,F9 7C,FE D7,FD D4,52 5C
F3 24,AA 74,F9 78,FF 26,FD ED,52 32
F2 18,AB A4,F8 44,FF FE,FD EF,52 4
F0 74,AC 74,F8 50,FE E4,FD F3,51 A0
ED 5C,AD 58,F8 90,FE AC,FD E1,51 5C
EA D4,AE 80,F7 E8,FE 69,FD DB,51 29
E8 C8,AF 40,F7 58,FE 71,FD E5,50 D9
E7 24,B1 70,F7 D4,FE 89,FD CD,50 9C
E5 38,B2 D8,F8 CC,FE D3,FD CC,50 5F
E3 68,B4 E4,F8 8C,FE F1,FD F0,50 4
E0 F4,B6 58,F8 20,FF 2,FE 5,4F D4
DF 94,B7 D0,F8 F4,FF F6,FD F6,4F 97
DE 58,B9 E4,F7 F8,FE 9B,FD D7,4F 41
DC E4,BB 40,F8 E0,FE 99,FD E4,4E F2
DB 8C,BC F8,F8 88,FE 78,FD E1,4E A8
DA E8,BE 84,F8 68,FE 8E,FD D8,4E 6E
D7 F8,C0 A8,F8 A0,FE C6,FE 4,4E 39
D6 64,C2 64,F8 80,FE F8,FD 5,4D E5
D5 48,C4 80,F7 C8,FE FD,FE FF,4D C0
D4 4C,C6 3C,F7 2C,FF F8,FD 2,4D 74
D3 A8,C8 88,F8 10,FE D3,FD E9,4D 28
D2 9C,CA 24,F8 98,FE 85,FE F2,4C BC
D1 48,CC 44,F8 74,FE 78,FD F0,4C 9D
D0 8C,CE B4,F9 94,FE 77,FD FB,4C 6C
CF 74,D1 18,F9 9C,FE C9,FE F4,4C 13
CE 70,D3 44,F9 18,FE F1,FD B,4B D8
CD C0,D5 B4,F9 D0,FF 19,FE C,4B 84
CD 24,D7 9C,F8 30,FF 3,FE C,4B 45
CC 40,D9 BC,F7 40,FE CA,FE 11,4B FF
CB 44,DB FC,F7 98,FE C6,FD FB,4A BD
CB 64,DD C0,F8 34,FE 55,FD FC,4A 6E
CB 40,DF E0,F9 0,FE 81,FD DA,4A 41
CB 10,E1 C,FA 10,FE 9B,FD FB,49 EF
CB 0,E3 E8,FA 5C,FE CD,FE FA,49 BB
CA 48,E6 90,FA 9C,FE EF,FE 8,49 83
C9 E0,E8 94,F9 CC,FE F6,FE 27,49 3F
C9 D8,EA B4,F8 94,FF 23,FE 2C,49 6
C9 B8,EC F0,F9 F8,FE E6,FE 19,48 B5
CA 8C,EF 54,F8 34,FE D7,FE 27,46 B5
CC EC,1 8,F9 E0,FE CE,FE 2A,46 73
CD FC,3 74,F8 98,FE B5,FE 10,46 2A
CE F0,5 E4,F9 58,FE B2,FE 1A,46 18
CE AC,7 C8,F8 F4,FE BF,FE 8,45 D9
CF D4,8 C4,FA C4,FE C9,FE 13,45 9F
D0 CC,A 70,FA 88,FE BE,FE 30,45 6C
D1 80,C 6C,FA B8,FE C9,FE 25,45 33
D2 7C,D 90,F9 8C,FE C0,FE 24,45 0
D3 54,F C0,FA FC,FE E4,FE 31,44 C2
D4 8,11 80,F9 94,FF 7,FE 45,44 A2
D4 B0,13 14,FA 14,FE EE,FE 25,44 6E
D6 4,14 D8,F9 50,FE DA,FE 1E,44 43
D7 FC,16 74,F9 4C,FE D3,FE 50,44 F
D8 D4,18 8,F8 F4,FE BD,FE 2A,43 EC
D9 84,22 24,F9 CC,FF FC,FE 49,42 C3
E4 34,23 74,F9 64,FE D6,FE 52,42 89
E5 C4,24 2C,F9 58,FE B5,FE 59,42 59
E6 E8,25 14,F9 30,FE AA,FE 2C,42 43
E8 6C,26 74,FA B8,FE 8C,FE 49,42 2B
E9 F8,26 D8,FA 90,FE 91,FE 43,42 A
EB 28,28 30,FA 4,FE C1,FE 31,41 E9
EC 18,28 A0,FA 10,FE D7,FE 53,41 B2
EE FC,29 98,FA 34,FE E2,FE 4A,41 BA
F0 A4,2A 58,FA 50,FF FF,FE 4F,41 9B
F2 50,2B 30,FA 4C,FE EE,FE 43,41 84
F3 90,2B A8,F9 8,FE DD,FE 54,41 71
F5 58,2C 90,F9 F8,FE C3,FE 6D,41 52
F7 88,2C D4,F9 4C,FE BB,FE 4A,41 2F
F8 14,2D 78,FA FC,FE B1,FE 3F,41 3
FB 38,2D E8,FA 6C,FE AE,FE 4B,40 FE
FD 14,2D D8,FA FC,FE CD,FE 41,41 1
FE 88,2E 60,FA 3C,FE D1,FE 2D,40 C5
FF 8,2E 9C,FA F4,FE ED,FE 4A,40 CE
1 EC,2F 14,FA D0,FE E1,FE 5D,40 BE
4 8C,2F F4,FA EC,FE E5,FE 2B,40 B6
5 AC,2F F8,FA EC,FE E7,FE 44,40 98
7 68,2E F8,F9 98,FE D8,FE 48,40 97
9 F0,2F 6C,F9 D0,FE DA,FE 4D,40 79
A B8,2F D8,F9 74,FE 9B,FE 3C,40 62
C 1C,2F 30,FA 18,FE B5,FE 44,40 79
D B4,2E 68,FA 98,FE BA,FE 6D,40 75
F 58,2E C4,FA 98,FE BC,FE 66,40 6C
11 50,2E 74,FB 5C,FE E5,FE 4D,40 4E
12 8,2E 20,FB C,FE E5,FE 46,40 46
15 A8,2D C,FA 1C,FE F3,FE 5C,40 34
17 54,2D 30,F9 B0,FE DA,FE 53,40 46
18 DC,2D 4C,F9 94,FE C8,FE 4F,40 4E
1A 90,2B 50,F9 44,FE B2,FE 51,40 39
1B F8,2B 50,F9 B4,FE AA,FE 5F,40 39
1D D4,2B 4C,FA 74,FE 78,FE 3E,40 45
1F 54,2A 84,FA 48,FE C3,FE 47,40 31
20 D0,2A C,FA 98,FE EC,FE 5C,40 33
22 78,28 8,FA 2C,FE EF,FE 49,40 57
23 D4,27 F8,FA B8,FE E2,FE 55,40 50
25 64,27 1C,F9 C0,FE EB,FE 4A,40 54
26 1C,26 8C,FA 18,FE E1,FE 5C,40 59
28 88,25 68,F9 B4,FE CD,FE 42,40 47
29 B0,24 4C,F9 94,FE B6,FE 55,40 9D
36 D0,1A B8,F9 B0,FE B5,FE 5C,40 A8
37 1C,18 98,F9 CC,FE 97,FE 49,40 CD
38 30,17 6C,F9 EC,FE A1,FE 44,40 DD
39 D4,15 98,FA D8,FE CF,FE 40,40 E3
39 20,14 94,FA 4,FE BC,FE 3E,40 F5
3B 10,12 9C,FA BC,FE C6,FE 55,40 DB
3C 0,11 64,FA 70,FE E5,FE 49,41 FC
3C C0,F AC,F9 80,FE DE,FE 47,41 14
3D DC,E 2C,FA 8,FE B1,FE 58,41 26
3E 8,D C8,F9 2C,FE A7,FE 3B,41 1C
3F 18,A F4,F9 80,FE CB,FE 3E,41 2A
40 24,9 F0,F9 3C,FE B2,FE 60,41 44
41 AC,7 88,F9 F0,FE D5,FE 52,41 56
41 D0,6 10,F8 D4,FE AF,FE 38,41 5D
45 FC,F8 3C,F9 24,FE D9,FE 4D,41 E5
45 C0,F6 C4,F8 B4,FE B4,FE 4E,42 FB
46 EC,F4 40,F9 F4,FE C2,FE 41,42 10
46 0,F2 20,F8 E0,FE C5,FE 4A,42 6
45 68,F0 A4,F9 94,FE B5,FE 51,42 C
46 14,EF C,F8 98,FE 91,FE 43,42 28
45 B4,ED 2C,F8 8,FE 96,FE 4A,42 53
45 D8,EB 3C,F9 54,FE BD,FE 1D,42 56
46 84,E9 70,F9 30,FE D1,FE 3A,42 74
45 E0,E7 7C,F9 C,FE DD,FE 46,42 66
45 E0,E5 B4,F9 50,FE E4,FE 4E,42 96
45 C0,E3 B8,F8 2C,FE C9,FE 40,42 79
44 F4,E2 98,F8 AC,FE BA,FE 44,42 9A
44 78,E0 5C,F8 2C,FE 98,FE 46,42 B8
44 54,DE 50,F8 AC,FE AA,FE 3B,42 B4
43 F8,DC 24,F8 A8,FE AF,FE 35,42 C6
43 74,DA 54,F9 C0,FE B4,FE 41,42 C9
42 A0,D9 CC,F8 8,FE CE,FE 3A,42 EB
42 E8,D6 D0,F9 74,FE C2,FE 47,42 E9
41 8C,D4 F4,F8 78,FE C6,FE 32,42 F7
41 6C,D3 D4,F8 40,FE C7,FE 2F,43 18
40 30,D1 D8,F8 88,FE 8F,FE 3F,43 10
3F 60,D0 10,F8 64,FE 9F,FE 49,43 18
3E 94,CE AC,F8 6C,FE 91,FE 59,43 D
3D E0,CC E4,F8 60,FE A2,FE 2E,43 20
3C C4,CB 6C,F8 D0,FE BA,FE 38,43 1A
3B 90,C9 94,F8 EC,FE CB,FE 3A,43 27
3A 9C,C8 98,F8 9C,FE DA,FE 3C,43 31
38 F8,C7 14,F8 30,FE CB,FE 39,43 5D
37 C0,C4 C4,F8 F0,FE CA,FE 45,43 40
36 1C,C3 94,F7 FC,FE A7,FE 3B,43 2D
35 90,C1 D4,F8 24,FE AB,FE 3B,43 28
34 40,C0 88,F7 94,FE 8E,FE 37,43 48
32 64,BF C,F8 60,FE A7,FE 36,43 45
31 E8,BE 4,F8 44,FE BB,FE 36,43 43
30 88,BD F0,F8 78,FE B9,FE 30,43 3D
2F 10,BC 38,F8 74,FE BB,FE 3F,43 45
2D 68,BA A4,F8 14,FE A2,FE 28,43 38
2C 24,B9 B4,F7 58,FE AD,FE 37,43 24
2B 18,B8 AC,F8 54,FE A3,FE 2C,43 22
28 0,B7 A4,F8 40,FE A7,FE 2A,43 15
27 A0,B6 B8,F8 20,FE BB,FE 2C,43 12
25 10,B5 D8,F8 40,FE B0,FE 36,43 10
16 F0,AF D0,F7 9C,FE DE,FE 3B,42 9A
15 DC,AF A0,F7 64,FE B5,FE 2F,42 80
14 BC,AF 78,F8 40,FE CF,FE 33,42 6B
12 14,AF 64,F7 AC,FE C5,FE 32,42 5C
F BC,AE 1C,F8 F0,FE C9,FE 2D,42 55
E D4,AE D0,F8 FC,FE A9,FE 30,42 37
C 64,AE D0,F8 50,FE A1,FE 2A,42 24
A 78,AE D8,F8 C4,FE AA,FE 31,42 11
8 B8,AF F8,F8 18,FE B7,FE 30,41 F8
7 18,AE C8,F8 44,FE B2,FE 38,41 BE
5 F4,AE B4,F7 34,FE BC,FE 35,41 B0
3 54,AE D0,F8 40,FE B9,FE 26,41 BA
1 B0,AE 34,F7 98,FE C4,FE 32,41 7A
0 4C,AF 98,F7 CC,FE 9F,FE 35,41 77
FE 4C,AF CC,F8 E8,FE B7,FE 30,40 7F
F0 CC,B4 F0,F8 5C,FE AC,FE 46,40 44
EF 84,B4 8,F8 50,FE A8,FE 2C,40 20
EE 28,B5 64,F7 E4,FE B1,FE 44,3F F7
EC 4,B6 64,F8 D0,FE AD,FE 3B,3F D0
EA 8,B7 34,F7 B4,FE C9,FE 41,3F B3
E8 B0,B7 B8,F8 B8,FE A8,FE 48,3F 83
E7 B8,B9 80,F8 88,FE AC,FE 2A,3F 5F
E6 3C,BA 44,F8 68,FE B1,FE 33,3F 39
E5 88,BA DC,F8 E8,FE B7,FE 35,3F D
E3 74,BC 54,F8 D4,FE A9,FE 55,3E D5
E1 60,BD 34,F8 3C,FE BB,FE 43,3E B9
E0 34,BE 78,F8 AC,FE BB,FE 3A,3E 67
DF 1C,C0 2C,F8 68,FE CC,FE 5D,3E 69
DD 88,C0 D4,F8 70,FE C3,FE 2E,3E 1F
DC 24,C2 A4,F8 60,FE C0,FE 3B,3E FF
DB 34,C4 8,F8 3C,FE A9,FE 40,3D CB
DA 50,C5 EC,F8 AC,FE A7,FE 50,3D 8C
D9 4,C6 A8,F8 C4,FE A7,FE 42,3D 6D
D7 EC,C8 8,F8 68,FE B6,FE 49,3D 37
D6 54,C9 38,F8 C8,FE C1,FE 45,3D 0
D5 6C,CA BC,F8 68,FE CF,FE 35,3C C3
D4 80,CC 78,F8 E4,FE BA,FE 44,3C 9C
D3 64,CD D8,F8 7C,FE AA,FE 4F,3C 84
D2 8C,CE F8,F8 C0,FE C2,FE 48,3C 47
D1 B4,D0 74,F9 14,FE AA,FE 46,3C 5
D1 8,D1 88,F8 88,FE CA,FE 60,3B D1
D0 20,D3 DC,F8 48,FE DF,FE 63,3B AF
CF 48,D5 54,F8 9C,FE D4,FE 4D,3B 7A
CE 6C,D7 40,F8 40,FE BD,FE 60,3B 20
CD A4,D8 40,F8 70,FE BB,FE 44,3B 11
CD 2C,DA F8,F9 50,FE BA,FE 4F,3A E2
CC 84,DC 58,F8 38,FE BC,FE 59,3A A6
CC C,DD B0,F8 C8,FE B3,FE 4E,3A 73
CB 4C,DF 8C,F9 30,FE B9,FE 67,3A 26
CA 30,E0 5C,F8 24,FE A9,FE 4D,3A F7
CA 54,E2 5C,F9 94,FE B6,FE 5F,39 DA
CA 18,E4 48,F9 40,FE BB,FE 5F,39 A5
CA C8,E5 2C,F9 2C,FE CD,FE 50,39 69
C9 A8,E7 A0,F9 28,FE C9,FE 65,39 48
C9 70,E9 78,F9 8C,FE BF,FE 5B,39 11
C9 8C,EB 34,F9 40,FE CF,FE 51,38 E8
C8 C4,EC 7C,F9 28,FE D9,FE 75,38 96
C8 90,ED D4,F9 F8,FE D4,FE 89,36 DD
C8 D4,FC A4,F9 18,FE D9,FE 6A,36 A2
C8 0,FE 28,F9 E4,FE C7,FE 73,36 65
C8 C4,FF FC,F9 44,FE BA,FE 76,36 41
C9 2C,1 6C,F9 AC,FE AA,FE 64,36 15
C9 78,2 F8,F9 E8,FE C1,FE 63,35 D8
C9 D0,4 F4,F9 24,FE AC,FE 6F,35 C0
CA A0,5 88,F9 D8,FE C9,FE 7E,35 7E
CA E4,7 40,F9 F0,FE E9,FE 70,35 60
CB 94,9 6C,FA 64,FE D4,FE 79,35 38
CB E0,A 30,F9 DC,FE C1,FE 87,34 EB
CC 18,B 70,F9 8C,FE CC,FE 75,34 CA
CC D8,C D8,F9 88,FE AD,FE 73,34 9E
CC E4,E 44,FA 4,FE 99,FE 73,34 7F
CD 9C,F E4,FA 78,FE A4,FE 7E,34 4A
D2 E4,1A 68,FA 80,FE B9,FE 73,32 F0
D3 B4,1B C4,F9 E8,FE C5,FE 71,32 BD
D4 98,1C 14,F9 EC,FE AC,FE 92,32 B6
D4 54,1D C4,FA 98,FE B3,FE 68,32 95
D6 34,1E 9C,FA 30,FE D6,FE 8A,32 5E
D6 14,1F C,FA 34,FE C6,FE 93,32 51
D8 80,21 0,FA 60,FE C6,FE 7C,32 28
D9 B0,22 28,FA 1C,FE D6,FE 8F,31 E9
D9 D8,23 34,F9 24,FE BE,FE 86,31 DA
DA C8,24 68,FA C8,FE B1,FE A3,31 A7
DC DC,25 50,FA 2C,FE BC,FE 7E,31 60
DC E0,25 BC,F9 F0,FE B9,FE 7A,31 71
DD 5C,26 C,FA 54,FE C4,FE 87,31 3B
DE 2C,28 0,FA C4,FE CF,FE 9A,31 34
DF 5C,28 C8,FA 80,FE C9,FE 96,30 FA
E1 5C,29 EC,FA D0,FE C3,FE 9D,30 E6
E2 7C,2A FC,FA 20,FE B0,FE 93,30 C2
E3 7C,2B DC,F9 90,FE DE,FE 79,30 A3
E4 F8,2C 98,FA B8,FE CA,FE 85,30 88
E5 BC,2C 20,FA 90,FE E5,FE 7C,30 68
E6 D0,2D E0,FA 54,FE CF,FE A7,30 71
E8 58,2E 88,FA 70,FE D4,FE A4,30 2E
E8 14,2F 78,FA A0,FE B3,FE 90,30 3A
EA 38,2F B8,FA 38,FE D7,FE 8D,30 20
EB A0,30 A4,FA BC,FE B0,FE AC,30 FF
EC EC,30 64,FA 7C,FE B8,FE A2,2F D5
ED B4,31 C8,FA F8,FE D0,FE 96,2F BC
EE E0,31 8,FB D8,FE D9,FE 99,2F 9D
F0 68,32 88,FA 64,FE C1,FE A5,2F A9
F1 94,33 28,FA 2C,FE EC,FE 86,2F 63
F3 50,33 AC,F9 68,FE D0,FE 9E,2F 62
F4 5C,34 C,FA 8C,FE BE,FE 95,2F 55
F5 B0,34 4C,FA 1C,FE AE,FE 9C,2F 34
F6 24,34 4,FA F4,FE AE,FE 9D,2F 35
F7 CC,34 F8,FA 84,FE A5,FE A9,2F 10
F9 1C,35 44,FA 88,FE D8,FE A3,2F 6
FA 68,35 7C,FA 40,FE CF,FE A0,2F 14
FB AC,35 A4,FA C,FE E2,FE A0,2E E2
FC 7C,35 10,FA 78,FE D8,FE 99,2E E4
FE C,36 98,F9 4,FE D9,FE B5,2E EB
FF 6C,36 B0,FA 10,FE CE,FE AF,2E EC
0 5C,36 64,FA B4,FE C1,FE 89,2E C6
1 C,36 84,FA 20,FE C7,FE A4,2E BA
D 20,36 50,FA D4,FE D9,FE AB,2E 80
E 50,35 24,FA E0,FE C1,FE B1,2E 94
F 64,35 DC,FA 48,FE C6,FE B0,2E 75
11 1C,36 C4,FA 44,FE C8,FE C2,2E 6F
12 0,35 80,FA 60,FE BA,FE A4,2E 81
13 14,35 80,FA AC,FE C9,FE B2,2E 81
14 60,34 BC,FA AC,FE C9,FE B5,2E 5B
15 E0,34 88,FA 4,FE CE,FE B0,2E 68
17 F4,34 60,FA E8,FE D3,FE 83,2E 60
18 98,33 E8,FA 8,FE D5,FE AB,2E 60
19 9C,33 C8,F9 AC,FE B4,FE 9A,2E 5C
1A 44,33 F0,F9 E0,FE C6,FE A0,2E 79
1B BC,32 C0,FA 78,FE B3,FE A8,2E 82
1D 64,32 28,FA 7C,FE B9,FE A7,2E 7A
1E 24,32 AC,FB 50,FE B7,FE B5,2E D1
27 18,2D DC,F9 FC,FE BB,FE A9,2E DA
27 8,2C 60,FA 0,FE 9E,FE B1,2E BB
29 18,2B 54,FA 10,FE B6,FE A7,2E EC
2A 40,2A 90,FA E0,FE C0,FE 9A,2E E3
2A 10,2A 0,FA B8,FE DA,FE 9F,2E FB
2C 54,29 70,F9 F0,FE C1,FE A4,2E F8
2D D4,28 38,FA 98,FE D8,FE AE,2F 12
2E 30,27 58,F9 C8,FE D6,FE A7,2F 13
2F 60,26 A8,FA BC,FE BE,FE A9,2F 34
30 4C,25 E0,F9 28,FE B5,FE 9A,2F 2F
31 20,24 D4,FA 24,FE A2,FE B1,2F 3A
32 70,23 DC,F9 C8,FE A9,FE A8,2F 61
33 20,22 20,FA 50,FE C1,FE 9F,2F 57
33 AC,22 34,F9 0,FE C6,FE A8,2F 8F
35 7C,20 70,F9 F4,FE CE,FE 9D,2F 85
35 E0,1F 8C,F9 E8,FE C5,FE 9D,2F A9
37 18,1E 50,F9 C8,FE D6,FE A5,2F 9A
37 9C,1D 68,F9 7C,FE BB,FE 9E,2F B6
38 30,1C 28,F9 F4,FE B1,FE 97,2F DE
38 F8,1B CC,F9 BC,FE A1,FE 9D,2F E8
39 0,1A 30,FA E8,FE C1,FE 9C,2F F1
3A 4C,19 10,FA 20,FE AB,FE B7,30 14
3B 14,17 3C,F8 68,FE CF,FE A6,30 1B
3B CC,16 B0,F9 FC,FE C6,FE 9F,30 52
3C 60,15 80,FA 0,FE D0,FE A3,30 41
3D 3C,14 7C,F9 D8,FE C0,FE 9D,30 6D
3D B4,13 8C,F9 18,FE C4,FE 8C,30 69
3E 20,11 E0,F9 2C,FE BE,FE 99,30 6F
3F 34,F B0,F9 90,FE A2,FE 94,30 9D
3F 88,E 9C,F9 C4,FE 99,FE 91,30 C3
3F 4,D 7C,F9 F8,FE C3,FE 93,30 D0
41 3C,C 28,F9 34,FE C6,FE 96,30 DA
41 8C,A CC,F9 EC,FE A2,FE A2,30 5
41 E0,9 C8,F9 6C,FE AD,FE BE,31 B
42 54,8 BC,FA 28,FE B6,FE B1,31 26
42 68,6 D0,F9 44,FE B1,FE A9,31 27
42 A8,5 7C,F9 78,FE BB,FE B6,31 48
43 E0,4 98,F9 C0,FE BD,FE A7,31 53
43 5C,3 24,F9 84,FE B9,FE 92,31 6F
43 C0,1 A8,F9 48,FE B1,FE 95,31 82
43 F4,0 F0,F9 3C,FE B5,FE BF,31 B8
44 0,FF A4,F8 BC,FE B2,FE 92,31 9D
44 70,FD 7C,F9 B8,FE C6,FE 9D,32 8C
44 F0,F1 8,F9 44,FE B3,FE 8C,32 92
44 C8,EF 34,F8 2C,FE B8,FE 93,32 AA
44 94,EE 20,F8 88,FE B7,FE 88,32 C7
44 60,EC 70,F8 18,FE AB,FE 88,32 C9
44 0,EB FC,F9 20,FE AE,FE 99,32 E4
44 30,EA 4,F9 38,FE C6,FE 85,32 DC
43 38,E8 2C,F9 40,FE A8,FE 92,32 FD
43 60,E7 EC,F9 DC,FE B7,FE 82,33 20
42 DC,E5 60,F9 3C,FE AA,FE A1,33 30
42 44,E4 EC,F8 E0,FE B8,FE 94,33 53
42 40,E2 D8,F8 D0,FE A0,FE 92,33 54
41 D0,E1 58,F9 8,FE AF,FE 95,33 56
41 D0,E0 50,F8 CC,FE B3,FE 8B,33 79
41 8,DE 94,F8 A0,FE C7,FE 9B,33 8D
40 DC,D4 60,F9 B4,FE B4,FE 91,34 FC
3C 30,D2 B8,F8 A8,FE B2,FE A1,34 2C
3B 0,D2 8,F8 A8,FE B0,FE 88,34 26
3A 68,D0 60,F8 44,FE A7,FE 8B,34 26
39 64,CF 14,F8 B8,FE 94,FE 8D,34 28
38 60,CE B0,F8 F0,FE BD,FE 94,34 45
37 A0,CC E4,F9 C,FE B4,FE 8C,34 40
36 A4,CB 98,F8 48,FE C3,FE 7B,34 5A
36 24,CA 88,F8 84,FE AE,FE 9C,34 5D
35 3C,C9 7C,F8 C0,FE AC,FE 7D,34 72
34 2C,C8 EC,F8 D8,FE C1,FE 97,34 80
32 4,C7 84,F8 FC,FE AB,FE 7D,34 79
32 4C,C6 80,F8 8C,FE BF,FE 99,34 9E
31 7C,C5 BC,F8 E0,FE BA,FE 99,34 79
2F D4,C4 D0,F8 B8,FE D0,FE 95,34 8A
2E B0,C3 38,F8 1C,FE B8,FE 85,34 9D
2D 6C,C2 30,F8 14,FE C7,FE 84,34 96
2C 8C,C1 80,F8 94,FE B5,FE 79,34 94
2B 50,C0 BC,F8 E0,FE B7,FE A0,34 A2
2A E0,C0 E0,F8 78,FE A4,FE 95,34 A1
29 3C,BE A4,F8 30,FE BF,FE 89,34 9A
27 8C,BE 44,F8 DC,FE AC,FE 89,34 96
26 30,BD B0,F8 C,FE B1,FE 8C,34 AA
25 C8,BC E8,F8 EC,FE A6,FE 85,34 95
23 8,BC 38,F8 F0,FE BA,FE 72,34 9E
23 50,BB A8,F7 60,FE CF,FE 73,34 A3
21 84,BA D4,F8 94,FE A2,FE 77,34 8A
20 48,BA 98,F8 5C,FE D3,FE 83,34 8B
1E E0,BA 80,F8 F8,FE A3,FE 7A,34 8A
1C 24,B9 D8,F7 18,FE AE,FE 8C,34 6B
1B D0,B8 6C,F8 78,FE BF,FE 84,34 6A
1A 28,B8 14,F8 24,FE B8,FE 72,34 7C
19 AC,B7 6C,F8 2C,FE BE,FE 65,34 65
17 D0,B7 14,F8 E4,FE BA,FE 80,34 6F
16 18,B6 0,F8 98,FE BB,FE 75,34 48
14 D4,B6 8C,F8 88,FE B0,FE 70,34 44
13 E8,B6 10,F7 B8,FE AA,FE 79,34 37
12 48,B5 DC,F7 AC,FE A9,FE 69,34 2A
10 8,B5 DC,F8 3C,FE BD,FE 6E,34 17
F 7C,B5 B4,F7 F0,FE B1,FE 78,34 12
D E4,B5 10,F7 F8,FE B4,FE 8D,33 F1
C 94,B5 4C,F8 FC,FE B7,FE 86,33 E6
B 64,B5 70,F7 38,FE AD,FE 66,34 3
9 F0,B6 2C,F8 EC,FE C3,FE 7E,33 32
FC C,B6 30,F7 4,FE B1,FE 73,33 FE
FB 70,B6 B0,F8 AC,FE B4,FE 81,32 FC
FA EC,B6 8C,F8 88,FE C9,FE 83,32 C6
F8 A4,B7 2C,F8 54,FE AB,FE 6F,32 BE
F7 48,B7 38,F8 70,FE BE,FE 7F,32 9E
F5 24,B7 58,F8 64,FE A4,FE 81,32 85
F4 80,B8 B4,F8 C0,FE AE,FE 92,32 5A
F3 5C,B8 8,F8 68,FE BB,FE 8F,32 2F
F1 E4,B9 9C,F8 58,FE BE,FE 80,32 37
F0 B0,BA EC,F8 68,FE BC,FE 96,31 EC
EF BC,BA 60,F8 D4,FE BB,FE 83,31 D9
EE 58,BB 28,F8 EC,FE B7,FE 7E,31 CC
ED E8,BB A0,F8 8,FE C4,FE 73,31 95
EB E0,BC 6C,F8 8C,FE B5,FE 75,30 81
E2 B0,C2 74,F8 C8,FE B4,FE 7E,30 52
E1 80,C3 10,F8 30,FE CD,FE 85,30 11
E0 70,C3 D4,F8 48,FE B9,FE 90,30 14
DF B4,C5 FC,F9 D0,FE CB,FE A4,2F E2
DE 74,C5 BC,F9 44,FE C7,FE 7D,2F A5
DD 64,C6 8C,F8 40,FE C0,FE 8C,2F 79
DC 4C,C7 48,F8 88,FE AA,FE 7B,2F 66
DB 2C,C8 C8,F8 E0,FE C9,FE 81,2F 38
DA 44,C8 44,F8 7C,FE AD,FE 96,2F B
DA 74,C9 74,F8 A0,FE C6,FE A7,2E EC
D8 48,CB 88,F9 F4,FE B7,FE 9D,2E AE
D7 E8,CC CC,F8 CC,FE E0,FE 94,2E 9F
D7 18,CD E8,F8 AC,FE BB,FE 94,2E 51
D6 10,CE A8,F8 2C,FE C8,FE AD,2E 1D
D5 38,D0 E0,F8 60,FE D1,FE 8A,2E FD
D4 28,D0 F8,F8 10,FE BD,FE 90,2D B7
D3 4C,D1 2C,F8 80,FE B9,FE A1,2D A9
D2 A4,D2 F4,F8 18,FE B8,FE 9B,2D 69
D1 A4,D4 8,F8 B0,FE B6,FE 99,2D 44
D1 B0,D5 B4,F8 90,FE BF,FE 8D,2D 22
D0 3C,D6 68,F8 90,FE BE,FE 98,2C C6
CF E8,D7 C,F8 A4,FE C2,FE AC,2C AD
CF 90,D8 DC,F9 40,FE CD,FE 8E,2C 62
CE 10,DA 38,F9 CC,FE C5,FE B2,2C 3B
CE B0,DB 28,F9 3C,FE CC,FE B0,2C 23
CD CC,DC 78,F8 A8,FE C1,FE BC,2B E4
CD 88,DE 4,F8 0,FE BD,FE B4,2B C4
CC 8C,DE 10,F9 8,FE B7,FE B5,2B 9C
CC 60,E0 A0,F9 38,FE CC,FE 9A,2B 5F
CB B8,E1 70,F9 50,FE D0,FE A0,2B F
CB 5C,E2 C8,F9 68,FE B4,FE 99,2A DC
CB 4,E3 E4,F9 1C,FE C4,FE 96,2A BC
CA 94,E5 18,F8 E0,FE B3,FE B5,2A 86
CA 58,E6 88,F8 E0,FE C6,FE B6,2A 51
C9 D8,E7 A4,F9 44,FE BC,FE B9,2A 2D
C9 98,E8 D8,F8 F0,FE C8,FE B0,29 EC
